original_species,location_name,provenance_latitude,provenance_longitude,growth_site_lat,growth_site_lon,growing_conditions,reference,original_duration,original_recovery,original_term,HT_type,static_dynamic,duration_category,recovery_category,method,HT_standardized,full_ht_method,comments,Family,HT,Agriculture_sp,Notes_on_ag_status,updated_species,wcvp_authors
Tidestromia suffruticosa,"Furnace Creek, Death Valley, CA",NA,NA,36.45364,-116.868,common garden,"Downton WJS, Berry JA, Seemann JR. 1984. Tolerance of Photosynthesis to High Temperature in Desert Plants. Plant Physiology 74: 786-790",1,0,t2,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Amaranthaceae,50.8,N,NA,Tidestromia suffruticosa,(Torr.) Standl.
Zea mays,"Furnace Creek, Death Valley, CA",NA,NA,36.45364,-116.868,common garden,"Downton WJS, Berry JA, Seemann JR. 1984. Tolerance of Photosynthesis to High Temperature in Desert Plants. Plant Physiology 74: 786-790",1,0,t2,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Poaceae,49.1,Y,Corn,Zea mays,L.
Zea mexicana,"Furnace Creek, Death Valley, CA",NA,NA,36.45364,-116.868,common garden,"Downton WJS, Berry JA, Seemann JR. 1984. Tolerance of Photosynthesis to High Temperature in Desert Plants. Plant Physiology 74: 786-790",1,0,t2,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Poaceae,49.4,N,NA,Zea mexicana,(Schrad.) Kuntze
Eucalyptus parramattensis,"Richmond, New South Wales",-33.6111,150.7406,-33.6111,150.7406,in situ,"Drake JE, Tjoelker MG, V?rhammar A, Medlyn BE, Reich PB, Leigh A, Pfautsch S, Blackman CJ, Lopez R, Aspinwall MJ, et al. 2018. Trees tolerate an extreme heatwave via sustained transpirational cooling and increased leaf thermal tolerance. Global Change Biology 24: 2390-2402",15,2880,T50,T50,static,(5-25],(1440-2880],FvFm,T50,(5-25]  (1440-2880]  T50  FvFm,NA,Myrtaceae,51.25,N,NA,Eucalyptus parramattensis,E.C.Hall
Cedrus atlantica,"Menerbes, Luberon, France",43.79516,5.223888,NA,NA,greenhouse,Epron D. 1997. Effects of drought on photosynthesis and on the thermotolerance of photosystem II in seedlings of cedar (Cedrus atlantica and C. libani ). Journal of Experimental Botany 48: 1835-1841,5,20,Threshold temperature,Tcrit,dynamic,(0-5],[0-1],FvFm,Tcrit,(0-5]  [0-1]  Tcrit  FvFm,NA,Pinaceae,45.6,N,NA,Cedrus atlantica,(Endl.) Manetti ex Carrière
Cedrus libani,"Arslankoy, Taurus, Turkey",37.01473,34.28931,NA,NA,greenhouse,Epron D. 1997. Effects of drought on photosynthesis and on the thermotolerance of photosystem II in seedlings of cedar (Cedrus atlantica and C. libani ). Journal of Experimental Botany 48: 1835-1841,5,20,Threshold temperature,Tcrit,dynamic,(0-5],[0-1],FvFm,Tcrit,(0-5]  [0-1]  Tcrit  FvFm,NA,Pinaceae,48,N,NA,Cedrus libani,A.Rich.
Elaecarpus reticulatus,"Penrith, NSW, Australia",NA,NA,-33.3554,150.4504,common garden,"Esperon-Rodriguez, M, Power, SA, Tjoelker, MG, Marchin, RM, Rymer, PD. 2021. Contrasting heat tolerance of urban trees to extreme temperatures during heatwaves. Urban Forestry and Urban Greeing. 66:127387",1,0,Tcrit,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Elaeocarpaceae,46.4,N,NA,Elaeocarpus reticulatus,Sm.
Lagerstroemia indica,"Penrith, NSW, Australia",NA,NA,-33.3554,150.4504,common garden,"Esperon-Rodriguez, M, Power, SA, Tjoelker, MG, Marchin, RM, Rymer, PD. 2021. Contrasting heat tolerance of urban trees to extreme temperatures during heatwaves. Urban Forestry and Urban Greeing. 66:127387",1,0,Tcrit,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Lythraceae,47.1,N,NA,Lagerstroemia indica,L.
Liriodendron tulipifera,"Penrith, NSW, Australia",NA,NA,-33.3554,150.4504,common garden,"Esperon-Rodriguez, M, Power, SA, Tjoelker, MG, Marchin, RM, Rymer, PD. 2021. Contrasting heat tolerance of urban trees to extreme temperatures during heatwaves. Urban Forestry and Urban Greeing. 66:127387",1,0,Tcrit,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Magnoliaceae,45.2,N,NA,Liriodendron tulipifera,L.
Lophostemon confertus,"Penrith, NSW, Australia",NA,NA,-33.3554,150.4504,common garden,"Esperon-Rodriguez, M, Power, SA, Tjoelker, MG, Marchin, RM, Rymer, PD. 2021. Contrasting heat tolerance of urban trees to extreme temperatures during heatwaves. Urban Forestry and Urban Greeing. 66:127387",1,0,Tcrit,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Myrtaceae,45.4,N,NA,Lophostemon confertus,(R.Br.) Peter G.Wilson & J.T.Waterh.
Chusquea aspera,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,49.5,N,NA,Chusquea aspera,L.G.Clark
Chusquea delicatula,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,48.5,N,NA,Chusquea delicatula,Hitchc.
Chusquea dombeyana,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,48.2,N,NA,Chusquea dombeyana,Kunth
Chusquea gamarrae,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,49.7,N,NA,Chusquea gamarrae,Fadrique & L.G.Clark
Chusquea intipaqariy,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,44.41,N,NA,Chusquea intipaqariy,Fadrique & L.G.Clark
Chusquea scandens,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,48.36,N,NA,Chusquea scandens,Kunth
Chusquea spicata,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,45.81,N,NA,Chusquea spicata,Munro
Guadua sarcocarpa,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,51.2,N,NA,Guadua sarcocarpa,Londoño & P.M.Peterson
Guadua weberbaueri,"Manu National Park, Peru",NA,NA,-13.0267,-71.4736,in situ,"Fadrique, B, Baraloto, C, Bravo-Avila, C, Feeley, K. 2022. Bamboo climatic tolerances are decoupled from leaf functional traits across an Andean elevation gradient. Oikos. e09229",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Poaceae,52.5,N,NA,Guadua weberbaueri,Pilg.
Abarema barbouriana,Maceo,6.46,-74.79,6.46,-74.79,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,48.99,N,NA,Abarema barbouriana,(Standl.) Barneby & J.W.Grimes
Abrema lehmanii,Angelopolis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,46.84,N,NA,Abarema lehmannii,(Britton & Rose) Barneby & J.W.Grimes
Agouticarpa williamsii,Caicedo,6.38,-76.03,6.38,-76.03,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Rubiaceae,50.03,N,NA,Agouticarpa williamsii,(Standl.) C.H.Perss.
Alchornea acutifolia,Jardin,5.49,-75.9,5.49,-75.9,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Euphorbiaceae,49.52,N,NA,Alchornea acutifolia,Müll.Arg.
Alchornea coelophylla,Ventanas,7.08,-75.48,7.08,-75.48,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Euphorbiaceae,50.395,N,NA,Alchornea coelophylla,Pax & K.Hoffm.
Alchornea glandulosa,Angelopolis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Euphorbiaceae,49.26,N,NA,Alchornea glandulosa,Poepp.
Alchornea grandiflora,Ventanas,7.08,-75.48,7.08,-75.48,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Euphorbiaceae,50.36,N,NA,Alchornea grandiflora,Müll.Arg.
Alseis blackiana,Puerto Triunfo,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Rubiaceae,49.62,N,NA,Alseis blackiana,Hemsl.
Ampelocera longissima,Puerto Triunfo,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Ulmaceae,50.44,N,NA,Ampelocera longissima,Todzia
Aniba perutilis,Maceo,6.46,-74.79,6.46,-74.79,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Lauraceae,49.8,N,NA,Aniba perutilis,Hemsl.
Astronium lecointei,Tamesis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Anacardiaceae,53.01,N,NA,Astronium lecointei,Ducke
Beilschmiedia costaricensis,Caicedo,6.38,-76.03,6.38,-76.03,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Lauraceae,50.25,N,NA,Beilschmiedia costaricensis,(Mez & Pittier) C.K.Allen
Beilschmiedia latifolia,Caicedo,6.38,-76.03,6.38,-76.03,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Lauraceae,49.03,N,NA,Beilschmiedia latifolia,(Nees) Sachiko Nishida
Billia rosea,Belmira,6.61,-75.65,6.61,-75.65,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Sapindaceae,49.18333333,N,NA,Billia rosea,(Planch. & Linden) C.Ulloa & P.M.Jørg.
Brosimum alicastrum,Puerto Triunfo,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Moraceae,49.08,N,NA,Brosimum alicastrum,Sw.
Brosimum guianense,Porce,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Moraceae,50.2,N,NA,Brosimum guianense,(Aubl.) Huber ex Ducke
Brunellia sibundoya,Angelopolis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Brunelliaceae,49.7,N,NA,Brunellia sibundoya,Cuatrec.
Buchenavia tetraphylla,Maceo,6.46,-74.79,6.46,-74.79,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Combretaceae,48.99,N,NA,Buchenavia tetraphylla,(Aubl.) R.A.Howard
Caryocar glabrum,Maceo,6.46,-74.79,6.46,-74.79,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Caryocaraceae,50.71,N,NA,Caryocar glabrum,(Aubl.) Pers.
Casearia aculeata,Tamesis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Salicaceae,48.14,N,NA,Casearia aculeata,Jacq.
Casearia grandiflora,Porce,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Salicaceae,49.53,N,NA,Casearia grandiflora,Cambess.
Cassia moschata,Porce,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Fabaceae,47.52,N,NA,Cassia moschata,Kunth
Chrysophyllum argenteum,Anori,6.99,-75.14,6.99,-75.14,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Sapotaceae,48.35,N,NA,Chrysophyllum argenteum,Jacq.
Clarisia biflora,Tamesis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Moraceae,50.03,N,NA,Clarisia biflora,Ruiz & Pav.
Clethra fagifolia,Ventanas,7.08,-75.48,7.08,-75.48,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Clethraceae,50.63,N,NA,Clethra fagifolia,Kunth
Clusia alata,Belmira,6.61,-75.65,6.61,-75.65,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Clusiaceae,48.96,N,NA,Clusia alata,Planch. & Triana
Coccoloba ascendens,Puerto Triunfo,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Polygonaceae,48.03,N,NA,Coccoloba ascendens,Duss ex Lindau
Coccoloba padiformis,Puerto Triunfo,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Polygonaceae,50.43,N,NA,Coccoloba padiformis,Meisn.
Cordia bicolor,Porce,6.01,-74.61,6.01,-74.61,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Boraginaceae,44.77,N,NA,Cordia bicolor,A.DC.
Cordia panamensis,Tamesis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Boraginaceae,44.4,N,NA,Cordia panamensis,L.Riley
Coussarea grandifolia,Maceo,6.46,-74.79,6.46,-74.79,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Rubiaceae,48,N,NA,Coussarea grandifolia,Rusby
Croton smithianus,Angelopolis,5.78,-75.67,5.78,-75.67,in situ,"Feeley, K, Martinez-villa, J, Perez, T, & Duque, AS. 2020. The thermal tolerances,distributions ,and performances of tropical montane tree species. Frontiers in Forests and Global Change 3: 1-11. https://doi.org/10.3389/ffgc.2020.00025",15,1440,T50,T50,static,(5-25],(720-1440],FvFm,T50,(5-25]  (720-1440]  T50  FvFm,NA,Euphorbiaceae,47.8,N,NA,Croton smithianus,Croizat
